CA-QC,Urban transit services,211354564.98529306
CA-QC,"Bread, rolls and flatbreads",207709223.54644167
CA-QC,Fixed Internet access services,197736740.55229494
CA-QC,"Carbonated and non-carbonated drinks, bottled water and ice",196186120.22414264
CA-ON,Prepared meals,192939058.74978954
CA-QC,Fresh fruit and nuts,191055021.02471432
CA-QC,Eggs in shell,187907403.88531744
CA-QC,Hair care and aesthetic services,186045752.231866
CN,"Radio, television and communication equipment and apparatus (32)",181711433.89819816
CA-QC,Mutual funds (cost of service) and other similar services,181205558.76039556
CA-QC,Child day-care services,178318010.5964737
CA-QC,Retail margins - electronics and appliances,176731776.05599216
GB,Motor Gasoline,174656382.25979045
CA-QC,Confectionery products,174389374.82907623
CA-QC,Moving services,171087807.36994982
CA-QC,Room or unit accommodation services for travellers,165652964.62377292
CA-ON,Processed fluid milk and milk products,162530507.13681006
CA-AB,"Processed meat products, other miscellaneous meats and animal by-products",160494384.1982151
CA-QC,Fresh and frozen beef and veal,159668501.2878618
CA-QC,Coffee and tea,158951604.8273149
CA-QC,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",158118902.98461288
CA-QC,"Retail margins - building materials, garden equipment and supplies",158038764.6520587
DE,"Motor vehicles, trailers and semi-trailers (34)",157541279.79533714
CA-QC,"Other food products, n.e.c.",157482858.80029985
CA-QC,Dog and cat food,157176248.3734052
CN,"Fabricated metal products, except machinery and equipment (28)",155433943.0898312
CA-ON,"Wholesale margins - food, beverages and tobacco products",155211162.66562575
CA-QC,Other transportation equipment and related parts,155077181.05730054
CA-QC,"Men's, women's, boys' and girls' clothing",153738513.16261235
CA-QC,Household furniture,150726232.93402115
CA-QC,Retail margins - sporting and leisure products,146901542.51594347
CA-QC,Broadcasting and online games distribution services,145662518.95150536
CA-QC,Nursing and residential care services,143679542.5528992
CA-ON,Light fuel oils,137322050.87122
CA-QC,Retail margins - automotive fuels,136660167.3304531
CA-QC,Butter and dry and canned dairy products,136461403.06529537
CA-QC,Fuel wood,136325642.4300382
CN,Textiles (17),135556693.24444228
CA-QC,"Floriculture and nursery products (except cannabis), and sod",132752649.46415882
CA-QC,Snack food products,130238986.73050927
CA-QC,Other personal and personal care services,129088855.42398006
CN,"Motor vehicles, trailers and semi-trailers (34)",127462882.20581083
CA-QC,Pharmaceutical and medicinal products,126416096.25807011
CN,"Medical, precision and optical instruments, watches and clocks (33)",125737868.42805323
CA-QC,Amusement and recreational services,123951775.82763363
CA-NB,Fresh and frozen poultry of all types,122446033.04546022
CA-ON,Fresh and frozen beef and veal,122185542.00283074
US,"Natural gas and services related to natural gas extraction, excluding surveying",121234124.52321546
CA-QC,"Cookies, crackers and baked sweet goods",114054673.16891418
WA,Furniture; other manufactured goods n.e.c. (36),112159081.60774314
US,Meat products nec,108808635.94497697
CA-QC,Diesel and biodiesel fuels,107459300.96930811
US,Other transport equipment (35),106381021.04329892
CA-QC,"Cigarettes, cigars, chewing and smoking tobacco",103937818.26066943
CA-AB,Processed fluid milk and milk products,102703595.02872537
CA-QC,Other loan intermediation services indirectly measured (FISIM),101413226.62787747
CA-QC,Sales of other services by Non-Profit Institutions Serving Households,100389470.7895928
ID,Wearing apparel; furs (18),99748348.46210766
CA-ON,Wholesale margins - personal and household goods,99550986.61889255
CA-QC,Perfumes and toiletries,97301663.84957689
CA-QC,Gambling (net wagers),97141179.57121965
CA-BC,Processed fluid milk and milk products,95392044.40023467
US,Beverages,95022092.83129203
US,Furniture; other manufactured goods n.e.c. (36),94608220.3027683
CA-QC,"Flavouring syrups, seasonings and dressings",94461908.52468799
CN,Office machinery and computers (30),89852878.83124113
CA-AB,Fresh and frozen poultry of all types,88933533.42306246
CA-QC,Services to buildings and dwellings,87334068.15663445
CA-AB,Prepared meals,87008220.9615599
CA-QC,Soaps and cleaning compounds,86165553.25960729
WA,Food products nec,85417585.86779489
CA-ON,Fresh and frozen poultry of all types,85323360.3451849
CA-QC,Wine and brandy,84739536.38182372
CA-QC,Disposable diapers and feminine hygiene products,84071025.34991835
CA-QC,Repair and maintenance services (except for buildings and transportation equipment),83007295.52275564
CA-QC,Trusteed pension fund services,83003556.10286048
CA-QC,"Fish, crustaceans, shellfish and other fishery products",82940189.404186
BE,Chemicals nec,81749794.56231757
CA-QC,Other health practitioner services,81449761.27198555
MX,"Vegetables, fruit, nuts",80842992.91655417
CA-QC,Distilled liquor,79091975.20600224
CN,Other transport equipment (35),78927693.24613574
US,Dairy products,78765688.28667744
CA-QC,"Fresh, frozen and canned fruit and vegetable juices",78648934.79982968
CA-QC,Funeral services,78244459.17985252
CA-QC,Other animal feed,78177823.62100124
CA-QC,Life insurance services,76549415.18286051
CA-QC,Other educational training and services,76505111.21971643
CA-ON,Snack food products,75654441.64009364
CA-BC,Prepared meals,75565096.71706115
US,Paper and paper products,74746735.06309469
CA-QC,Fresh potatoes,74367571.48222244
CA-QC,Tuition and similar fees for elementary and secondary schools,73513524.86898208
CA-QC,Other live animals,73042060.63881779
MX,Furniture; other manufactured goods n.e.c. (36),72691631.63564993
CA-ON,Mutual funds (cost of service) and other similar services,72530573.58134009
WM,Wearing apparel; furs (18),72289864.2628014
CA-ON,Butter and dry and canned dairy products,72111831.39496842
MX,Other transport equipment (35),71939735.5094025
CA-QC,Deposit intermediation services indirectly measured (FISIM),71922748.93555246
CA-QC,Concrete products,71787522.46971063
CA-QC,"Cannabis plants, seeds and flowering tops",71074862.7300736
CA-QC,"Flour mixes, dough and dry pasta",70839864.0994507
CA-ON,Beer,69333986.30545206
CA-QC,"Wholesale margins - machinery, equipment and supplies",69152789.2865045
CA-ON,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",68084521.90182117
CA-QC,Rental and operating leasing services of other goods,67540448.39610095
CA-QC,"Glass (including automotive), glass products and glass containers",67243128.75779073
WL,Wearing apparel; furs (18),66129749.38997403
MX,Products of meat cattle,65136541.6191272
CA-QC,"Medical, dental and personal safety supplies, instruments and equipment",64233913.63518054
CA-ON,Margarine and cooking oils,64220671.036509804
CA-AB,"Raw furskins, and animal products n.e.c.",63932149.54675029
US,Electrical machinery and apparatus n.e.c. (31),63116306.993341796
CA-QC,Sporting and athletic goods,60523958.6734163
CA-NB,"Cannabis plants, seeds and flowering tops",60311375.679740295
CA-QC,Taxi and limousine services,59376533.218123935
GB,"Motor vehicles, trailers and semi-trailers (34)",59131265.57399843
CA-ON,Preserved fruit and vegetables and frozen foods,58899235.896431394
CA-QC,Parking services,58485775.88286114
CN,Machinery and equipment n.e.c. (29),58187268.845599204
CA-QC,Local credit union services - explicit charges (fees),58036401.44559104
CA-AB,Cheese and cheese products,57887628.28330022
IN,Wearing apparel; furs (18),57873764.95225181
CA-QC,"Courier, parcel, and local messenger and delivery services",57735729.45448496
CA-QC,Lubricants and other petroleum refinery products,56420798.3434741
CA-QC,Basic and semi-finished products of aluminum and alloys,55374637.791253015
CA-ON,Wholesale margins - petroleum and petroleum products,54758098.708432816
MX,"Radio, television and communication equipment and apparatus (32)",54392389.93114582
CN,Rubber and plastic products (25),54232953.115423985
WL,"Vegetables, fruit, nuts",54157479.107425675
US,"Vegetables, fruit, nuts",53992051.02791421
US,Machinery and equipment n.e.c. (29),53844172.52445118
CA-BC,Cheese and cheese products,53703412.568471275
WL,Products of meat cattle,53636551.03909625
IN,Chemicals nec,53469154.414771326
ZA,"Vegetables, fruit, nuts",53271699.91281489
CA-QC,Other miscellaneous manufactured products,53172975.270460114
CA-QC,Vehicle insurance services,52794378.46985748
CA-QC,Waste management and remediation services,51428425.42388589
WA,Dairy products,51280971.55386744
CA-QC,"Tuition and similar fees for trade, technical and professional training",51258712.88440108
CA-QC,Water delivered by water works and irrigation systems,50113344.352955334
CA-QC,Boats and personal watercraft,50023873.01200732
CA-QC,Other ambulatory health care services and social assistance services,49881130.58359085
WA,Chemicals nec,49806661.86815828
CA-QC,Rail freight transportation services,48351104.83570553
CA-QC,Fixed telecommunications services (except Internet access),46980328.313092224
CA-QC,Jewellery and silverware,46886314.73992452
CA-QC,Prepared and packaged seafood products,46526407.827200845
CN,Food products nec,46043152.45366063
CA-ON,Air passenger transportation services,46017222.82955957
CA-QC,Wholesale margins - building materials and supplies,45892018.89021402
CA-QC,Tuition and similar fees for universities,45753079.18395793
US,Non-specified Petroleum Products,45529117.40284946
IN,Textiles (17),45397798.82397325
WA,"Medical, precision and optical instruments, watches and clocks (33)",45340731.74439026
CA-AB,Snack food products,44928469.96630999
CA-ON,Road transportation services for specialized freight,44848743.66401841
CA-ON,"Bread, rolls and flatbreads",44136721.95767494
CA-QC,"Grain and oilseed products, n.e.c.",44034103.15748527
CA-BC,Air passenger transportation services,42977179.62231639
CA-QC,Heating and cooling equipment (except household refrigerators and freezers),42901555.83568758
CA-QC,Road transportation support services,42782602.173891336
CA-ON,"Cookies, crackers and baked sweet goods",42709175.1173805
IT,Beverages,42482877.618938096
CA-QC,"Ice cream, sherbet and similar frozen desserts",42345199.90946636
SK,"Motor vehicles, trailers and semi-trailers (34)",41931011.096498646
CA-ON,"Ice cream, sherbet and similar frozen desserts",41875557.804222
FR,Beverages,41821188.61395364
US,Textiles (17),41725468.96085802
CA-QC,Mattresses and foundations,41535129.17906129
CA-NB,Sanitary paper products,41229554.68081145
WA,Textiles (17),40714421.21916416
CA-QC,Recreational vehicle park and recreational camp services,40711083.64789765
MX,Wearing apparel; furs (18),40604782.17021944
CA-QC,Veterinary services,40452033.33305981
CA-QC,Wholesale margins - petroleum and petroleum products,40161883.330765456
CA-SK,"Raw furskins, and animal products n.e.c.",39523056.09477366
CA-QC,"Agricultural, lawn and garden machinery and equipment",39481241.17205561
WL,Food products nec,39292386.11257311
AU,Products of meat cattle,39125699.45698523
CA-QC,Freight transportation arrangement and customs brokering services,38490505.08735448
CA-QC,Major appliances,38431808.69226685
CA-QC,Hospital services,38376497.33503581
CA-QC,"Plastic products, n.e.c.",38249119.1863321
CA-QC,Non-depository credit intermediation services - explicit charges (fees),38176158.16476701
CA-AB,Air passenger transportation services,37854965.93039025
CA-QC,"Laundry, dry-cleaning and related services",37400684.93156465
CA-QC,Sales of other government services,37282110.62147939
WA,Meat products nec,36948922.19930795
CA-QC,Tires,36883127.0921217
CA-AB,Wholesale margins - petroleum and petroleum products,36806912.574388705
CA-QC,Health and accident insurance services,36375179.09883589
CA-ON,Soaps and cleaning compounds,36314534.62426229
CA-ON,Motor gasoline,36226356.62461035
CA-MB,Fresh and frozen pork,35168730.561821274
WA,"Radio, television and communication equipment and apparatus (32)",34788240.98565106
DE,Chemicals nec,34040096.261495195
US,Liquefied Petroleum Gases (LPG),33223241.623821314
US,"Fabricated metal products, except machinery and equipment (28)",32971753.228272885
WL,Meat products nec,32933998.504798133
WA,Electrical machinery and apparatus n.e.c. (31),32547658.111535266
US,Rubber and plastic products (25),32510575.544650953
WL,Beverages,32353963.280773498
WF,Wearing apparel; furs (18),32042839.993301038
CA-QC,Lighting fixtures,31555347.65410518
CA-QC,Other converted paper products,31404611.170724757
CA-ON,Eggs in shell,31218472.62334436
CA-NS,Fresh and frozen poultry of all types,31026978.209074605
CA-QC,Postal services,30497594.050018717
CA-ON,"Light-duty trucks, vans and sport utility vehicles (SUVs)",30430164.05053486
IT,Wearing apparel; furs (18),30206512.142856725
WA,Products of meat cattle,29702951.733690362
TW,Furniture; other manufactured goods n.e.c. (36),29565091.93596517
CA-QC,Other miscellaneous crop products,29359229.30969682
CA-QC,Motor vehicle electrical and electronic equipment,29136138.359099675
CA-ON,"Carbonated and non-carbonated drinks, bottled water and ice",29093763.243737552
CA-AB,Natural gas liquids and related products,28656401.285456732
MX,Tobacco products (16),28569365.60266701
CN,Ceramic goods,28541306.351619165
CA-QC,Admissions to live performing arts performances,28111920.582209088
US,"Medical, precision and optical instruments, watches and clocks (33)",27983047.863754254
KR,Chemicals nec,27639426.21183406
CN,Leather and leather products (19),27057080.400213372
IT,"Motor vehicles, trailers and semi-trailers (34)",27007854.43163872
US,products of Vegetable oils and fats,26761225.574357558
CA-QC,Freight and utility trailers,26743313.00202837
CA-QC,Water passenger transportation services,26594808.516639847
CA-QC,Property insurance services,26591364.66293354
CA-QC,Wholesale margins - miscellaneous products,26579876.550089173
CA-ON,"Flour mixes, dough and dry pasta",26571538.63779588
CA-QC,Plastic bags,25913637.23854595
CA-QC,Natural gas,25800153.42154528
US,Office machinery and computers (30),25700298.10231851
IE,Chemicals nec,25457909.04035454
CA-QC,"Custom manufacturing services (except printing, finishing of textiles and metals)",24873884.696299523
CA-QC,Rooming and boarding services,24764466.065220837
IT,Food products nec,24644965.831441
CA-QC,Footwear,24475523.885255054
IN,"Medical, precision and optical instruments, watches and clocks (33)",23960764.072062004
CA-QC,Repair construction services,23603443.25826897
CA-QC,"Chemical products, n.e.c.",23548790.0989545
CA-AB,Fresh vegetables (except potatoes),23486173.19227122
CA-QC,Plastic and foam building and construction materials,23187641.754632343
CA-QC,Books,22938139.418466464
CA-ON,Confectionery products,22935451.93084548
CA-QC,Small electric appliances,22910358.33655562
WA,Beverages,22791867.64889552
WA,Non-specified Petroleum Products,22770531.501930736
CA-ON,"Fresh, frozen and canned fruit and vegetable juices",22754348.55060487
WL,Fish products,22566484.435207676
MX,Electrical machinery and apparatus n.e.c. (31),22064669.888067614
CA-QC,Toys and games,21885813.11938881
CA-SK,Prepared meals,21692714.876443297
CA-QC,"Motor homes, travel trailers and camping trailers",21685011.43890226
WF,Food products nec,21393179.81815201
WA,Fish products,21256187.270850107
ID,Furniture; other manufactured goods n.e.c. (36),21227424.245746963
CA-QC,"Textile products, n.e.c.",21112758.23782295
IN,Food products nec,21074937.086541872
CA-NB,"Fish, crustaceans, shellfish and other fishery products",21065692.160084087
CA-QC,Admissions to live sporting events,20933932.098451033
CA-QC,Legal services,20923468.92981475
IT,Chemicals nec,20898650.110943656
CA-NB,Prepared meals,20863372.00463599
CA-QC,Office furniture,20852930.347870775
CA-QC,Security brokerage and securities dealing services,20803559.535831235
CA-AB,Margarine and cooking oils,20502884.211953662
CA-AB,"Bread, rolls and flatbreads",20496950.036395304
CA-AB,Other live animals,20254314.69864716
CA-QC,Other textile furnishings,20089195.703499973
CA-PE,Preserved fruit and vegetables and frozen foods,20082756.46826626
CA-ON,"Wholesale margins - machinery, equipment and supplies",20013595.274317715
US,Glass and glass products,19954782.373030413
TR,Wearing apparel; furs (18),19831755.006493747
JP,Chemicals nec,19704593.32149005
WA,"Recreational, cultural and sporting services (92)",19687802.32896972
CA-SK,Cheese and cheese products,19502049.367569644
WA,Services auxiliary to financial intermediation (67),19454658.800654966
CA-QC,Rental and operating leasing services of motor vehicles,19451340.425849285
US,Printed matter and recorded media (22),19357683.628876574
CN,Printed matter and recorded media (22),19344302.285431236
CA-NL,Electricity,19266134.71169048
CA-ON,"Grain and oilseed products, n.e.c.",19212235.31998446
IN,"Motor vehicles, trailers and semi-trailers (34)",19210387.37414414
MX,Meat animals nec,19041969.286198556
CN,Glass and glass products,18892601.75810459
CA-BC,Fresh and frozen poultry of all types,18882057.118551217
WA,Other transport equipment (35),18839088.796608075
CA-QC,Banking and other depository credit intermediation services - explicit charges,18802005.87427659
BR,Products of meat cattle,18620831.253206957
CA-QC,Other miscellaneous motor vehicle parts,18573367.008127183
CA-SK,Processed fluid milk and milk products,18459367.606575597
CA-QC,"Non-metallic mineral products, n.e.c.",18360847.744685594
NL,Beverages,18355254.004692107
CA-QC,Other membership services,18055100.702022392
CA-QC,Paperboard containers,18041797.347127266
CA-NS,Prepared meals,17797081.69009735
LU,Services auxiliary to financial intermediation (67),17772905.978617407
CA-QC,Retail margins - cannabis products (licensed),17724866.12466506
CA-NL,"Fish, crustaceans, shellfish and other fishery products",17675461.17986929
CA-ON,Services to buildings and dwellings,17658054.039228782
CA-QC,Softwood lumber,17574719.70832645
CA-QC,Ammonia and chemical fertilizers,17341030.304766085
CA-NS,Processed fluid milk and milk products,17098569.55189178
MX,Chemicals nec,16970581.817821845
CA-QC,"Travel arrangement, reservation and planning services",16942299.914353162
CA-QC,Rental of non-residential real estate,16840885.06183467
CA-ON,Alcoholic beverages for immediate consumption,16817936.779909343
CA-QC,"Raw furskins, and animal products n.e.c.",16671386.657748584
CA-ON,Life insurance services,16621137.369928753
HU,"Motor vehicles, trailers and semi-trailers (34)",16587027.901115319
CA-QC,"Hand tools, kitchen utensils and cutlery (except precious metal)",16496970.2316056
CN,Paper and paper products,16423945.587461896
CA-QC,"Paints, coatings and adhesive products",16385629.389628578
FR,Air transport services (62),16243883.60676413
CA-QC,Fabrics,16151509.521622203
CA-QC,Investigation and security services,15935984.743667897
CA-ON,Broadcasting and online games distribution services,15859408.969015544
IT,Dairy products,15723672.83491101
ZA,"Motor vehicles, trailers and semi-trailers (34)",15718829.243639113
CA-BC,"Fish, crustaceans, shellfish and other fishery products",15659902.551316649
ES,Beverages,15524823.556644717
CA-QC,Investment counselling services,15494257.192899628
MX,Textiles (17),15485166.377834098
FR,Chemicals nec,15454570.558947373
TR,Food products nec,15314102.201965932
CA-MB,Other live animals,15276863.213196058
CA-ON,Rental and operating leasing services of other goods,14839645.729248717
US,"Insurance and pension funding services, except compulsory social security services (66)",14837419.954646425
KR,Electrical machinery and apparatus n.e.c. (31),14800135.740366314
CA-QC,Other miscellaneous general-purpose machinery,14746716.025079489
WA,"Vegetables, fruit, nuts",14719771.449096452
CA-QC,"Fabricated metal products, n.e.c.",14685939.860863734
CA-AB,"Carbonated and non-carbonated drinks, bottled water and ice",14594833.28590925
MX,Food products nec,14594165.251188604
US,Fish products,14528212.589375159
CA-BC,"Carbonated and non-carbonated drinks, bottled water and ice",14346936.725803636
WA,Leather and leather products (19),14256524.801501373
US,Wearing apparel; furs (18),14076132.068463156
JP,"Wool, silk-worm cocoons",13997253.66426068
CA-QC,"Accounting, tax preparation, bookkeeping and payroll services",13824730.545697395
CA-ON,Vehicle insurance services,13798004.413932499
CA-ON,"Flavouring syrups, seasonings and dressings",13715235.536439382
CA-BC,Rail freight transportation services,13698598.776610592
WA,Education services (80),13657446.131435009
WF,Hotel and restaurant services (55),13631218.501806345
IN,Furniture; other manufactured goods n.e.c. (36),13595038.061656041
CA-QC,Retail margins - household fuels,13440931.412013495
CA-NB,Snack food products,13433426.161337305
CA-ON,"Custom manufacturing services (except printing, finishing of textiles and metals)",13421728.37570028
CA-QC,Admissions to motion picture film exhibitions,13415221.947727691
US,"Radio, television and communication equipment and apparatus (32)",13341032.789682236
CA-QC,Other communications equipment,13205660.31477763
CA-QC,Chocolate (except confectionery),13205249.303538019
CA-QC,Private household services (except babysitting),13152196.645742808
CA-QC,"Blinds, shades, and curtain fixtures",13011602.13796601
CA-ON,Wholesale margins - miscellaneous products,12996050.959351895
CA-QC,Natural gas distribution,12972371.89945451
CA-MB,Preserved fruit and vegetables and frozen foods,12821149.900823466
CA-QC,Retail margins - cannabis products (unlicensed),12677074.228950119
MX,Machinery and equipment n.e.c. (29),12673344.740624104
CA-MB,Fresh and frozen poultry of all types,12658133.408994654
CA-QC,Other transit and passenger transportation services by road,12501260.112351822
CA-ON,Repair and maintenance services (except for buildings and transportation equipment),12433213.621342834
TW,"Medical, precision and optical instruments, watches and clocks (33)",12380388.17523586
CA-NB,Diesel and biodiesel fuels,12362504.076721724
GB,Chemicals nec,12340780.359034725
WA,"Fabricated metal products, except machinery and equipment (28)",12194920.24012771
US,Products of meat poultry,12192043.800937168
WA,Meat animals nec,12167407.56844672
CA-MB,Processed fluid milk and milk products,12156784.664575404
CA-ON,Road transportation services for general freight,12146721.316127496
CA-ON,Room or unit accommodation services for travellers,12137710.714322612
CA-ON,Wholesale margins - building materials and supplies,12106997.222117998
BE,"Motor vehicles, trailers and semi-trailers (34)",12088317.026363885
CA-ON,Hospital services,12039780.41237583
CA-QC,Scenic and sightseeing tour services,12027160.85934896
CA-QC,Newspapers,12012382.640989138
JP,Other transport equipment (35),11981938.995307188
CA-NS,Cheese and cheese products,11980355.077082466
CA-QC,Flour and other grain mill products,11921338.731360387
CA-QC,Other transportation support services,11646583.182362948
CA-QC,Sugar and sugar mill by-products,11620666.73784439
CA-MB,Butter and dry and canned dairy products,11616055.672668394
AU,Beverages,11595210.990668165
GB,Air transport services (62),11562579.822529873
CA-QC,Audio and video equipment and unrecorded media,11499632.486339185
US,Air transport services (62),11475586.95485934
DK,"Wool, silk-worm cocoons",11362255.937825566
CA-QC,"Rubber products, n.e.c.",11253820.240975516
CA-MB,"Processed meat products, other miscellaneous meats and animal by-products",11210422.500623452
CA-AB,"Grain and oilseed products, n.e.c.",11163298.536978457
US,P- and other fertiliser,11058297.30164169
WA,Post and telecommunication services (64),11057231.13684263
CA-NS,"Fish, crustaceans, shellfish and other fishery products",10970775.997676725
TW,"Radio, television and communication equipment and apparatus (32)",10894661.676162252
ES,Food products nec,10809711.942441773
CA-QC,Motor vehicle gasoline engines and engine parts,10789473.114015277
CA-ON,Mattresses and foundations,10780973.04629254
IN,Hotel and restaurant services (55),10537390.103987064
CA-MB,Fresh potatoes,10449331.687615441
CA-BC,Alcoholic beverages for immediate consumption,10372801.789875375
BE,Other transport equipment (35),10319882.907086352
FR,Dairy products,10290700.060944686
CA-QC,Physician services,10225201.359381381
CA-QC,"Guns, ammunition and other munitions",10180345.701369412
US,Paraffin Waxes,10151868.111827029
CA-QC,"Motor vehicle interior trim, seats and seat parts",10119569.286098404
IN,Leather and leather products (19),10111984.11066844
CA-SK,Wholesale margins - petroleum and petroleum products,10016261.660406023
MX,"Wool, silk-worm cocoons",9912229.11005
CA-SK,"Grain and oilseed products, n.e.c.",9804047.642900864
CA-ON,"Cannabis products (except seeds, plants, and plant parts)",9803878.567552958
CH,Chemicals nec,9798438.318559127
CA-QC,Margarine and cooking oils,9750653.09739337
CA-QC,Other services related to credit intermediation,9724819.978929015
CA-NB,Preserved fruit and vegetables and frozen foods,9677270.056288492
US,Gas/Diesel Oil,9664610.897913368
CA-SK,Transportation of crude oil and other commodities by pipeline,9604306.168708613
AU,Hotel and restaurant services (55),9550582.514066812
CA-ON,Mobile telecommunications services,9543488.597118739
WE,Wearing apparel; furs (18),9449473.902872097
CA-QC,Printed products,9432226.843476553
CA-NS,Beer,9380641.648872934
CA-BC,Butter and dry and canned dairy products,9356259.445366979
WM,Food products nec,9260366.490505578
PT,Wearing apparel; furs (18),9250503.190267013
KR,Motor Gasoline,9215281.891948521
CA-ON,Dental services,9178711.659042573
AU,Meat products nec,9143634.078601446
ES,Chemicals nec,9050834.57534688
US,Post and telecommunication services (64),9036398.947188895
CA-MB,Margarine and cooking oils,9005124.897087952
NL,Air transport services (62),8988679.111623578
FR,Food products nec,8937190.636652466
CA-ON,"Other food products, n.e.c.",8901549.306129053
NL,Chemicals nec,8856843.01600644
CN,Other non-metallic mineral products,8833786.447095547
WF,Meat animals nec,8826720.332635382
CA-QC,Heritage institution services,8684546.47085935
CA-ON,Wholesale margins - farm products,8666796.286211275
CN,Fish products,8629398.161478136
WF,Crops nec,8625313.244682621
IT,Electrical machinery and apparatus n.e.c. (31),8574255.35677721
CA-PE,"Fish, crustaceans, shellfish and other fishery products",8548210.672647985
MX,Office machinery and computers (30),8475251.296842441
CA-ON,Banking and other depository credit intermediation services - explicit charges,8457782.0066917
DE,Food products nec,8371044.455264591
CA-ON,Passenger cars,8359912.937214751
WF,Services auxiliary to financial intermediation (67),8276085.870329832
WM,Textiles (17),8275686.518319094
CA-BC,"Bread, rolls and flatbreads",8270126.975461035
CN,Hotel and restaurant services (55),8224572.495057624
RU,Transportation services via pipelines,8185557.990063424
BE,Food products nec,8130901.251739785
TW,"Motor vehicles, trailers and semi-trailers (34)",8028158.580756476
TW,"Fabricated metal products, except machinery and equipment (28)",8020161.376991074
CA-QC,"Carpets, rugs and mats",7933654.893329618
CA-BC,Beer,7905472.212020643
PL,Chemicals nec,7897053.673853094
CN,"Vegetables, fruit, nuts",7896401.73121477
WF,P- and other fertiliser,7879218.0883459505
CA-BC,Snack food products,7860317.928113025
WF,products of Vegetable oils and fats,7853077.62951649
WA,Office machinery and computers (30),7816755.770297048
US,"Plastics, basic",7786726.06114869
SE,"Motor vehicles, trailers and semi-trailers (34)",7780560.612405408
CA-QC,Office and store fixtures,7778986.979881008
JP,"Medical, precision and optical instruments, watches and clocks (33)",7777687.598324703
CA-MB,"Carbonated and non-carbonated drinks, bottled water and ice",7747202.732420373
GR,Food products nec,7665839.011083064
CA-NB,Processed fluid milk and milk products,7633882.363232938
WA,Other services (93),7623517.417710367
CA-BC,Fixed Internet access services,7622345.498935017
WA,Hotel and restaurant services (55),7605557.118932169
IT,Furniture; other manufactured goods n.e.c. (36),7603739.184671419
WA,"Insurance and pension funding services, except compulsory social security services (66)",7594593.027269155
CN,"Cement, lime and plaster",7590289.284155899
CA-QC,Batteries and battery chargers,7582085.622935879
WM,Chemicals nec,7559556.664702757
TW,Other transport equipment (35),7523981.4365193
CA-NB,Eggs in shell,7501190.367713458
CA-ON,Concrete products,7478658.8977984935
CA-MB,Prepared meals,7454681.611623546
CA-ON,Other loan intermediation services indirectly measured (FISIM),7447361.671581782
CA-QC,General purpose software,7444673.273276463
